id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat
155|Tirso de Molina |El vergonzo en palacio|nan|Asunción Mieres|Aula de Teatro de la UEX|nan|nan|0-00-00
156|Tirso de Molina |La celosa de sí misma|21 de noviembre de 2003|Luis Olmos|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro Pavón de Madrid|0-00-00
157|Tirso de Molina |La dama del olivar|nan|Juan Antonio Barceló|Caleido|nan|nan|0-00-00
158|Tirso de Molina |Sueño del duque de Belaqua|21 de octubre de 2003|Virginia Nölting y Javier Parra|Anthares Teatro|nan|Teatro Cánovas de Málaga|0-00-00
159|Tirso de Molina |El condenado por desconfiado |2 de diciembre de 2004|Alejandro González Puche|Corporación Teatro del Valle|nan|Teatro de la Universidad de Murcia|0-00-00
160|Tirso de Molina |Gil el verde|18 de noviembre de 2004|Pepe Ola|Ciénaga Teatro|nan|Sala Central Lechera de Cádiz|0-00-00
161|Tirso de Molina |La venganza de Tamar|28  de abril de 2004 en Swan. 28 de octubre de 2004|Simon Usher|Royal Shakespeare Company|Festival de Otoño|En Swan: Theatre de Stratford-upon-Avon. En España en Teatro Español de Madrid|0-00-00
162|Tirso de Molina |Desde Toledo a Madrid|nan|Carlos Aladro|Rakatá|nan|nan|0-00-00
163|Tirso de Molina |Don Gil de las calzas verdes|29 de junio de 2006|Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)|Festival Internaiconal de Teatro Clásico|Hospital de San Juan, Almagro (Ciudad Real)|0-00-00
164|Tirso de Molina |El burlador de Sevilla|nan|Pep Sanchís Vento|Assaig. Grup de Teatre de la Universitar València|nan|nan|0-00-00
165|Tirso de Molina |Don Gil de las calzas verdes|nan|Francisco García Vicente |Esceula Superior de Arte Dramático de Murcia, ESAD|nan|nan|0-00-00
166|Tirso de Molina |El burlador de Sevilla|nan|Hadi Kurich|Teatro de la Tormenta, Xananda|nan|nan|0-00-00
167|Tirso de Molina |El burlador de Sevilla|28 de junio de 2008|Emilio Hernández|Pentación|Featival de Teatro Clásico de Almagro|Almagro, Ciudad Real|0-00-00
168|Tirso de Molina |El burlador de Sevilla|22 de febrero de 2008|Dan Jemmett|Teatro de la Abadía|nan|Teatro de la Abadía de Madrid|0-00-00
169|Tirso de Molina |La mujer por fuerza|7 de marzo de 2008|José Maya|Brazodoble Producciones|nan|Corral de Comedias de Alcalá de Henares, Madrid|0-00-00
170|Tirso de Molina |La prudencia en la mujer |20 de junio de 2008|Alberto González Vergel |Eskene|nan|Plaza de San Jorge de Cáceres|0-00-00
171|Tirso de Molina |Los balcones de Madrid|nan|Ángel Gutiérrez|Teatro de Cámara, Chéjov|nan|nan|0-00-00
172|Tirso de Molina |La celosa de sí misma|24 de julio de 2009|Marta Torres|A Priori Producciones, Teatro de Malta|nan|Corral de Comedias de Almagro, Ciudad Real|0-00-00
173|Tirso de Molina |El condenado por desconfiado |5 de febrero de 2010|Carlos Aladro|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro Pavón de Madrid|0-00-00
174|Tirso de Molina |El joven burlador |nan|Daniel Gallo Orrego|Compañía de Teatro La Calderona, Escuela de Teatro de la Universidad Católica de Chile|nan|nan|0-00-00
175|Tirso de Molina |El burlador de Sevilla|27 de noviembre de 2012|Gonzala Martín Sherman|Factoría Teatro|nan|Sala Capitol de Cáceres|0-00-00
176|Tirso de Molina |El burlador de Sevilla |1 de novimebre de 2014|Antonio León|Corrales de Comedias Teatro|nan|Casa de la Cultura de Almuñécar, Granada|0-00-00
177|Tirso de Molina |El pretendiente al revés|nan|José Maya|Brazodoble Producciones|nan|nan|0-00-00
178|Tirso de Molina |Crónica de una casa real: La venganza de Tamar y Los cabellos de Absalón |nan|Gustavo Galindo y Mamen Camacho|Teatro Galo Real|nan|nan|0-00-00
179|Tirso de Molina |El burlador de Sevilla |1 de octubre de 2015|Darío Facal|Teatro Español|nan|Teatro Español de Madrid|0-00-00
180|Tirso de Molina |Marta la piadosa|nan|Amaya Curieses|Los Barracos|nan|nan|0-00-00
181|Tirso de Molina |El burlador de Sevilla|13 de abril de 2018|Josep María Mestres|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro de la Comedia de Madrid|0-00-00
182|Tirso de Molina |El amor médico|3 de septiembre de 2019|Hugo Nieto|Ensamble Bufo|nan|Corral de Cervantes, Madrid|0-00-00
183|Tirso de Molina |Don Gil de las calzas verdes|nan|Asun García|La Teatrera|nan|nan|0-00-00
184|Tirso de Molina |Mujeres del Siglo de Oro-  fragmento de Don Gil de las calzas verdes|18 de septiembre de 2020|Jesús Peña|Teatro Corsario|nan|Biblioteca Pública de Ávila|0-00-00
185|Tirso de Molina |El burlador de Sevilla |3 de julio de 2022|Xavier Albertí|Compañía Nacional de Teatro Clásico (CNTC)|Festival Grec|Teatro Grec de Barcelona|0-00-00
186|Tirso de Molina |El vergonzoso en palacio|16 de julio de 2022|Carlota Gaviño e Íñigo Rodríguez-Claro|Grumelot|nan|Sala Nave 73 de Madrid|0-00-00
187|Tirso de Molina |La celosa de sí misma|22 de julio de 2022|Santiago Doria|Compañía Argentina de Teatro Clásico|Festival Internacional de Teatro Clásico de Almagro|Corral de Comedias de Almagro, Ciudad Real|0-00-00
188|Tirso de Molina |Las burladas de don Juan|2 de julio de 2022|Sonia Rubio Malagón|Duelos y Quebrantos|nan|Centro Cultural Gilitos de Alcalá de Henares, Madrid|0-00-00
189|Francisco de Rojas Zorrilla|Abre el ojo |nan|Francisco Plaza|Amar teatro; Producciones Inconstantes|nan|nan|0-00-00
190|Francisco de Rojas Zorrilla|Abre el ojo|21 de marzo de 2003|Javier Mateo|Aula de teatro de la Universidad de Almería|Jornadas de Teatro del Siglo de Oro|Teatro Apolo de Almería (Andalucía)|0-00-00
191|Francisco de Rojas Zorrilla|Abre el ojo|28 de febrero de 2004|Antonio Barrios |Teatro Par|nan|Teatro Garnelo de Montilla, Córdoba (Andalucía)|0-00-00
192|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos, y amo criado|nan|Nacho Sánchez Pascual|ComicAstros|nan|nan|0-00-00
193|Francisco de Rojas Zorrilla|Del rey abajo, ninguno|28 de junio de 2007|Laila Ripoll|Compañía Nacional de Teatro Clásico (CNTC)|Festival Internacional de Teatro Clásico|Almagro, Ciudad Real (Castilla La Mancha)|0-00-00
194|Francisco de Rojas Zorrilla|Entre bobos anda el juego|nan|José Luis Fernández|In Vitro Teatro|nan|nan|0-00-00
195|Francisco de Rojas Zorrilla|La ventana Rojas|nan|Eva del Palacio|Morboria Teatro|nan|nan|0-00-00
196|Francisco de Rojas Zorrilla|Morir pensando matar |19 de junio de 2007|Ernesto Caballero|Compañía Siglo de Oro, RESAD|Festival Clásicos en Alcalá|Corral de COmedias de Zapateros de Alcalá de Henares (Madrid)|0-00-00
197|Francisco de Rojas Zorrilla|Entre bobos anda el juego|nan|Amelia Die|Zurdos Contrariados|nan|nan|0-00-00
198|Francisco de Rojas Zorrilla|Sin honra no hay amistad|nan|Juanma Navas|Rezuma Teatro|nan|nan|0-00-00
199|Francisco de Rojas Zorrilla|Abre el ojo |25 de noviembre de 2011|Rafael Rodríguez|2rc Teatro Compañía de Repertorio|nan|Teatro Cuyás de Las Palmas de Gran Canaria, Las Palmas (Islas Canarias)|0-00-00
200|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos|nan|Liuba Cid|Mephisto Teatro|nan|nan|0-00-00
201|Francisco de Rojas Zorrilla|Abre el ojo|8 de agosto de 2012|Javier Mateo|Doble K Teatro|Festival Internacional de Teatro, Músia y Danza de San Javier|Auditorio Parque Almansa de San Javier (Murcia)|0-00-00
202|Francisco de Rojas Zorrilla|Obligados y ofendidos|19 de julio de 2012|Francisco Lidón Plaza|Aula de Teatro de Arquitectura de la Universidad Politécnica de Madrid|Campaña Las Huellas de La Barraca|Ermita de La Magdalena de Almagro|0-00-00
203|Francisco de Rojas Zorrilla|Celos y agravios |nan|Liuba Cid|Mephisto teatro|Festival Internacional de Teatro Clásico de Cáceres|Cáceres (Extremadura)|0-00-00
204|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos|3 de julio de 2014|Helena Pimenta|Compañía Nacional de Teatro Clásico (CNTC)|Festival Internacional de Teatro Clásico |Hospital de San Juan de Almagro, Ciudad Real (Castilla La Mancha)|0-00-00
205|Francisco de Rojas Zorrilla|Los áspides de Cleopatra|7 de septimbre de 2013 (Buenos Aires) 12 de enero de 2014 (España)|Guillermo Heras|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro Pavón (Madrid)|0-00-00
206|Francisco de Rojas Zorrilla|Donde hay agravios no hay celos|1 de julio de 2017|Macarena Pérez Bravo y Josemi Rodríguez|Pata Teatro|nan|Patio de Arcos del Colegio Prácticas nº1 de Málaga (Andalucía)|0-00-00
207|Francisco de Rojas Zorrilla|Entre bobos anda el juego|28 de septiembre de 2018|Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro Salón Cervantes de Alcalá de Henares (Madrid)|0-00-00
208|Francisco de Rojas Zorrilla|Guateque 69|17 de julio de 2018|Gorka Martín |Sinsorgadas y Producciones|AlmagrOff|Silo de Almagro, Ciudad Real (Castilla La Mancha)|0-00-00
209|Francisco de Rojas Zorrilla|Numancia ocupada|nan|Pedro Hofhuis|Jóvenes Clásicos|nan|nan|0-00-00
210|Francisco de Rojas Zorrilla|Entre bobos anda el juego |10 de junio de 2021|Paco Carrillo|Verbo Producciones|Festival de Teatro Clásico de Cáceres|Cáceres (Extremadura)|0-00-00
211|Francisco de Rojas Zorrilla|Abre el ojo |25 de noviembre de 2022|Eduardo Vasco|Noviembre Teatro|nan|Teatro Calderón de Valladolid, Valladolid (Castilla y León)|0-00-00
212|Francisco de Rojas Zorrilla|Amo y criado ¡Dónde hay agravios no hay celos!|24 de junio de 2022|Eduardo Vasco|Teatro Libre de Bogotá|nan|Teatro Salón Cervantes de Alcalá de Henares (Madrid)|0-00-00
213|Francisco de Rojas Zorrilla|Los bandos de Verona|27 de junio de 2024|Daniel Alonso de Santos|Secuencia 3|Festival Iberoamericano del Siglo de Oro. Clásicos en Alcalá|nan|0-00-00
214|nan|nan|nan|nan|nan|nan|nan|0-00-00
215|nan|nan|nan|nan|nan|nan|nan|0-00-00
216|Miguel de Cervantes|D. Q. Don Quijote en Barcelona|30 de septiembre de 2000|Àlex Ollé y Carlos Padrissa|La Fura dels Baus|nan|Gran Teatre del Liceu de Barcelona|0-00-00
217|Miguel de Cervantes|Don Quijote|23 de febrero de 2000|Pedro Halffter Caro|Teatro Real|nan|Teatro Real de Madrid|0-00-00
218|Miguel de Cervantes|Don Quijote, una historia infinita |20 de octubre de 2000|Gianni Fransceschinni|Teatro Achiperre|nan|Teatro Principal de Zamora|0-00-00
219|Miguel de Cervantes|El retablo de Maese Pedro|15 de diciembre de 2000|Ferrer Ferran |Bambalina Titelles|nan|Centro Social de Castelló de Rugat (Valencia)|0-00-00
220|Miguel de Cervantes|Imagina libros|nan|nan|????????|nan|nan|0-00-00
221|Miguel de Cervantes|Don Quijote, El Quijote (fragmentos)|21 de mayo de 2000|nan|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro de la Comedia|0-00-00
222|Miguel de Cervantes|Maravillas de Cervantes. Entremeses, magias, habladurías, elecciones, celos, hipocresía y otras fiestas|30 de marzo de 2000|Joan Font|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro de la Comedia (Madrid)|0-00-00
223|Miguel de Cervantes|Odón, Quijote|11 de septiembre de 2000|Joan Sors|Clownx|Fira de Teatre al Carrer|Espai Infantil de Tàrrega (Lleida)|0-00-00
224|Miguel de Cervantes|Quijote|17 de marzo de 2000|Severiano García|Delirium Teatro|nan|La Granja de Santa Cruz de Tenerife|0-00-00
225|Miguel de Cervantes|Rinkonete y Kortadillo|8 de enero de 2000|Antonio Saura|Alquibla Teatro|nan|Teatro Municipal de San Pedro de Pinatar (Murcia)|0-00-00
226|Miguel de Cervantes|Caprichos de Cervantes|6 de marzo de 2001|nan|Teatro Galileo |Feira do Teatro de Galicia|Teatro Galileo (Santiago de Compostela)|0-00-00
227|Miguel de Cervantes|Cervantes en vivo|16 de junio de 2001|nan|Chácena Teatro|Ciclo Clásicos en Alcalá|Hospital de Antezana, Alcalá de Henares (Madrid)|0-00-00
228|Miguel de Cervantes|Don Quijote 2000|6 de junio de 2001|Juan J. Martín Uceda|Escuela Municipal de Teatro de Roquetas de Mar|nan|Teatro Apolo de Almería|0-00-00
229|Miguel de Cervantes|Don Quijote, Don Quijote de la Mancha |10 de noviembre de 2001|nan|Anade|Feria de Teatro de Castilla-La Mancha|Pabellón Calle Numancia de Toledo|0-00-00
230|Miguel de Cervantes|Don Quijote el caballero|12 de octubre de 2001|Antonio Laguna y César Gómez|Caja Negra|Muestra Provincial de Teatro|Auditorio Torres López de Tomelloso (Ciudad Real)|0-00-00
231|Miguel de Cervantes|El hombre que tenía vacíos los aposentos de la cabeza|10 de noviembre de 2001|Jesús Arbués|Producciones Viridiana, Teatro Inestable|nan|Teatro Marín de Teruel |0-00-00
232|Miguel de Cervantes|El canto del cisne|5 de mayo de 2001|Fernando Vegal|Teatro de los Buenos Aires|nan|Teatro Alhambra de Granada|0-00-00
233|Miguel de Cervantes|La guarda cuidadosa|16 de junio de 2001|Carlos Mochales|Chácena Teatro|nan|Hospital de Antezana, Alcalá de Henares (Madrid)|0-00-00
234|Miguel de Cervantes|Retablo de las maravillas|20 de junio de 2001|Miguel Serrano|Instante-Zambra|nan|Corral de Carbón de Granada|0-00-00
235|Miguel de Cervantes|Aventuras de don Quijote y Sancho, Don Quijote|8 de octubre de 2002|Ana María Boudeguer|Asociación cultural La Bicicleta|nan|Sala Sanpol de Madrid|0-00-00
236|Miguel de Cervantes|Delirio de don Quijote y Sancho Panza, Don Quijote|nan|María Elena Diardes|La Recua Teatro|nan|nan|0-00-00
237|Miguel de Cervantes|Don Quijote|26 de enero de 2002|Carlo Boso|Teatro del Finikito|nan|Teatro La Galera de Alcalá de Henares (Madrid)|0-00-00
238|Miguel de Cervantes|Don Quijote, Don Quijote de la Mancha |nan|Quim Peñart |Teatro de los Caminos|nan|nan|0-00-00
239|Miguel de Cervantes|Don Quijote, Don Quijote en las bodas de Camacho|nan|Pep Oriol |L´Òpera de Tres Rals|nan|nan|0-00-00
240|Miguel de Cervantes|El juez de los divorcios; El retablo de las maravillas; El viejo celoso; La cueva de Salamanca; Los malcasados; Retablo cervantino|nan|Juan Pedro de Aguilar|Compañía Nacional de Teatro Clásico (CNTC)|nan|nan|0-00-00
241|Miguel de Cervantes|La Gitanilla|nan|Rafael Ruiz|Zascandil|nan|nan|0-00-00
242|Miguel de Cervantes|Rinconete y Cortadillo|6 de noviembre de 2002|Juan Manuel Álvarez|Titirimundi Teatro|nan|Teatro Gutierre de Alba, Alcalá de Guadaira (Sevilla)|0-00-00
243|Miguel de Cervantes|Cómicos y maleantes|nan|Jesús Arbúes|Producciones Viridiana|nan|nan|0-00-00
244|Miguel de Cervantes|Con una sola mano|2 de mayo de 2003|Hernán Gené de Lucca|Extra-Vagante Teatro|nan|nan|0-00-00
245|Miguel de Cervantes|Cueva de Salamanca |13 de octubre de 2003|Val Núñez y José Manuel Burgos|Maru-Jasp|nan|Teatro La Galera de Alcalá de Henares (Madrid)|0-00-00
246|Miguel de Cervantes|Don Quijote|12 de diciembre de 2003|Ángel Gutierrez|Teatro de Cámara Chéjov|nan|Teatro de Cámara Chéjov (Madrid)|0-00-00
247|Miguel de Cervantes|Don Quijote y la búsqueda de Marcela, Don Quijote|27 de septiembre de 2003|Rubén Castro Ilizaliturri|Firewalk Theatre|nan|Mostra Rialles de Cerdanyola del Vallès|0-00-00
248|Miguel de Cervantes|El molino|20 de septiembre de 2003|Fátima Colomo|Camaleón Teatro|nan|nan|0-00-00
249|Miguel de Cervantes|El retablo de las maravillas|nan|nan|Perséfone Teatro|nan|nan|0-00-00
250|Miguel de Cervantes|El sereno|13 de octubre de 2003|Val Núñez y José Manuel Burgos|Maru-Jasp|nan|Teatro La Galera de Alcalá de Henares (Madrid)|0-00-00
251|Miguel de Cervantes|Quijote, Don Quijote|4 de octubre de 2003|Santiago Sánchez|L`Om -Imprebís|nan|Teatro Lope de Vega de Alcalá de Henares (Madrid)|0-00-00
252|Miguel de Cervantes|Rinconete y Cortadillo|nan|Toni Sánchez|Zascandil|nan|nan|0-00-00
253|Miguel de Cervantes|Señor Quijote mío, Don Quijote|nan|Girardo Guerrero|Perro Teatro, A. C|nan|nan|0-00-00
254|Miguel de Cervantes|Don Quijote (Leyenda para cinco voces), Don Quijote|6 de julio de 2004|Felipe B. Pedraza Jiménez|Rapsodas|Festival de Teatro Clásico|Corral de Comedias de Almagro|0-00-00
255|Miguel de Cervantes|El juez de los divorcios |nan|Domingo Ortega |Grupo de Teatro de la Universidad Carlos III|nan|nan|0-00-00
256|Miguel de Cervantes|El retablo de las maravillas |nan|Domingo Ortega |Grupo de Teatro de la Universidad Carlos III|nan|nan|0-00-00
257|Miguel de Cervantes|El viejo celoso|23 de diciembre de 2004|Etelvino Vázquez|Teatro del Norte|nan|Centro Cultural Cjastur de la Colegiata del San Juan Bautista de Gijón (Asturias)|0-00-00
258|Miguel de Cervantes|El viejo celoso|5 de noviembre de 2004|Manuel Canseco|Asociación de Autores de Teatro|V Salón Internacional del Libro Teatral|Círculo de Bellas Artes|0-00-00
259|Miguel de Cervantes|Exemplaridades cervantinas|23 de enero de 2004|Andrés Cienfuegos|La Quimera|nan|Teatro Bergidu, de Ponferrada (León)|0-00-00
260|Miguel de Cervantes|La cueva de Salamanca|nan|J. A. Raynaud|Perséfone|nan|nan|0-00-00
261|Miguel de Cervantes|La edad de oro, Don Quijote|19 de junio de 2004|Eusebio Lázaro|Compañía Eusebio Lázaro|Festival Clásicos en Alcalá|Corral de Zapateros de Alcalá de Henares (Madrid)|0-00-00
262|Miguel de Cervantes|Don Quijote, La pasión según don Quijote|nan|Emilio Hernández|Sociedad Estatal de Connmemoraciones Culturales, Armonía|nan|Teatro de La Abadía|0-00-00
263|Miguel de Cervantes|Laberinto de amor|nan|Juan Pastor|Guindalera Escena Abierta|nan|nan|0-00-00
264|Miguel de Cervantes|Morir cuerdo y vivir loco|13 de enero de 2004|Fernando Fernán Gómez|Centro Dramático de Aragón y Centro Dramático Nacional |nan|Teatro Principal de Zaragoza|0-00-00
265|Miguel de Cervantes|Pedro de Urdemalas; Pedro, the Great Pretender  |1 de septiembre de 2004 en Inglaterra. 30 de octubre de 2004 en España|Mike Alfreds |Royal Shakespeare Company|Festival de Otoño|En Stratfor-upon-Avon (Inglaterra). Teatro Español de Madrid (España)|0-00-00
266|Miguel de Cervantes|El retablo de las maravillas. Cinco variaciones sobre un tema de Cervantes|9 de enero de 2004|Alberto Boadella|Els Joglars|nan|Teatro Lope de Vega (Sevilla)|0-00-00
267|Miguel de Cervantes|Cervantes entre palos|nan|Jesús Salgado|Teatro del Duende|nan|nan|0-00-00
268|Miguel de Cervantes|Cervantes insólito|13 de mayo de 2005|María Laura González y Tomás Sendarrubias|Argos Teatro|nan|Teatro Salón Cervantes de Alcalá de Henares (Madrid)|0-00-00
269|Miguel de Cervantes|Curioso retablo|21 de mayo de 2005|Luis Alonso|Teatro Independiente Alcalaíno TIA, Asociación Cultural|nan|Teatro Salón Cervantes de Alcalá de Henares (Madrid)|0-00-00
270|Miguel de Cervantes|Don Quijote|nan|Juan Manuel Álvarez|Titirimundi Teatro|nan|nan|0-00-00
271|Miguel de Cervantes|Don Quijote |nan|Jon Sarasti|Galápagos Cálido|nan|nan|0-00-00
272|Miguel de Cervantes|Don Quixote, Don Quijote|17 de junio de 2005|John Mowat|Companhia do Chapitô|nan|Corral de Zapateros de Alcalá de Henares (Madrid)|0-00-00
273|Miguel de Cervantes|El caballero de la triste figura ????|20 de marzo de 2005|Marcelo Rocca|El Retablo de la Ventana |nan|Teatro Juan Bravo (Segovia)|0-00-00
274|Miguel de Cervantes|El caballeru de la Murnia Figura ????|nan|Inma Rodríguez y Toño Caamaño|Producciones Nun Tris|nan|nan|0-00-00
275|Miguel de Cervantes|El casamiento engañoso. El coloquio de los perros|nan|Pepe Ortega|Solo y Cía|nan|nan|0-00-00
276|Miguel de Cervantes|El de la triste figura ????|nan|Juan Margallo|Uroc Teatro|nan|nan|0-00-00
277|Miguel de Cervantes|El desposeído; The Unpossessed|nan|Stacy Klein|Double Edge Theatre|nan|nan|0-00-00
278|Miguel de Cervantes|Don Quijote, El Quijote|nan|nan|La Candelaria |nan|nan|0-00-00
279|Miguel de Cervantes|El viaje del Parnaso|7 de julio de 2005|Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)|Festival Teatro Clásico|Corral de Comedias de Almagro (Ciudad Real)|0-00-00
280|Miguel de Cervantes|El retablo de las maravillas|nan|nan|La Compañía de la ETR|nan|nan|0-00-00
281|Miguel de Cervantes|El viejo celoso; Entremeses; La cueva de Salamanca; La guarda cuidadosa|nan|Andrés Beladíez|La Barraca|nan|nan|0-00-00
282|Miguel de Cervantes|El viejo celoso|nan|nan|Duelos y Quebrantos|nan|nan|0-00-00
283|Miguel de Cervantes|El viejo celoso; La compañía de Saavedra|nan|Asunción Mieres|Aula de Teatro de la UEX|XVI Festival de Teatro Clásico de Cáceres|nan|0-00-00
284|Miguel de Cervantes|El viejo celoso; La cueva de Salamanca|nan|Miguel Serrano|Teatro para un Instante|nan|Corral del Carbón (Granada)|0-00-00
285|Miguel de Cervantes|En un lugar de Sevilla|23 de abril de 2005|José Luis Losa|Edeteatro|nan|Teatro Centro Virgen de los Reyes (Sevilla)|0-00-00
286|Miguel de Cervantes|Entre pícaros y cómicos|12 de agosto de 2005|Antonoi Barrios|Teatro Par|nan|Casa de las Campanas (Córdoba)|0-00-00
287|Miguel de Cervantes|Entremeses|nan|nan|Alharaca, Grupo de Teatro|nan|nan|0-00-00
288|Miguel de Cervantes|Entremeses: El viejo celoso, La cueva de Salamanca, Los habladores|nan|nan|La Locandiera|nan|nan|0-00-00
289|Miguel de Cervantes|Impresión de don Quijote|25 de febrero de 2005|Francisco Plaza|Grupo Sona; Teatro Negro de Praga|nan|Teatro Palacio Valdés de Avilés (Asturias)|0-00-00
290|Miguel de Cervantes|La columna de El Manco |nan|Antonia Gómez|Varuma |nan|nan|0-00-00
291|Miguel de Cervantes|La cueva de Salamanca; La guarda cuidadosa|nan|Arturo Castro|Teatro Margen|nan|nan|0-00-00
292|Miguel de Cervantes|La entretenida |2 de febrero|Helena Pimenta|Compañía Nacional de Teatro Clásico (CNTC)|nan|Teatro Pavón (Madrid)|0-00-00
293|Miguel de Cervantes|La Gitanilla |23 de abril de 2005|Paco Macià|Compañía Ferroviaria de Artes Escénicas|Festival Cervantino de Ceutí|Murcia|0-00-00
294|Miguel de Cervantes|La gracia que no quiso darme el cielo; Miguel de Cervantes, poesía escogida|nan|Joaquín Vida|Joaquín Vida|nan|nan|0-00-00
295|Miguel de Cervantes|La Numancia|nan|Javier Juárez|Kull d´Sac|nan|nan|0-00-00
296|Miguel de Cervantes|Las hazañas del caballero de La Mancha|nan|Pascual Varo|El Carromato|nan|nan|0-00-00
297|Miguel de Cervantes|Los habladores|nan|nan|Jara del Centro Extremeño de Alcalá de Henares. Grupo Teatro La|nan|nan|0-00-00
298|Miguel de Cervantes|Mi amigo Don Quijote|nan|Claudia Massotto Franco|Arte Fusión Títeres|nan|nan|0-00-00
299|Miguel de Cervantes|Don Quijote, Pasajes del Quijote|nan|José Antonio Adamuz|Almocafre|nan|nan|0-00-00
300|Miguel de Cervantes|¡Quijote!|nan|Cora Herrendorf|Teatro Núcleo|nan|nan|0-00-00
301|Miguel de Cervantes|Quijote|nan|Marcelo Díaz|Teloncillo, Achiperre|nan|nan|0-00-00
302|Miguel de Cervantes|Quijote, las mil aventuras|17 de mayo de 2005|Fulgencio Valares |Atakama Teatro|nan|Teatro López de Ayala, Badajoz (Extremadura) |0-00-00
303|Miguel de Cervantes|Quijote, un hidalgo de La Mancha; Quijote. El hidalgo de la Mancha|nan|Wolf Helem y José Vijuesca|Teatro Clásico Madrid Hidra Lerna|nan|nan|0-00-00
304|Miguel de Cervantes|Retablo de maese Pedro o de cómo Ginesillo de Pasamonte conoció a don Quijote y lo que le aconteció|3 de diciembre de 2005|Paco Úbeda|La Tirita de Teatro|nan|nan|0-00-00
305|Miguel de Cervantes|Sancho Panza, el musical|9 de abril de 2005|José Luis Moral|Arte&Ocio|nan|Teatro Nuevo Apolo (Madrid)|0-00-00
306|Miguel de Cervantes|Sancho Panza, gobernador de la ínsula Barataria|nan|nan|Grupo de Teatro Punto y Aparte|nan|nan|0-00-00
307|Miguel de Cervantes|Teatro con clase|nan|Ignacio Almenar|Delirium Teatro|nan|nan|0-00-00
308|Miguel de Cervantes|Entremeses|nan|Andreu A. Segura|Rafel Oliver Producciones|nan|nan|0-00-00
309|Miguel de Cervantes|Entremeses |nan|Domingo Ortega|Grupo de Teatro de las Universidad Carlos III|nan|nan|0-00-00
310|Miguel de Cervantes|Entremeses: La cueva de Salamanca, Los habladores y La guarda cuidadosa|nan|Domingo Ortega|Grupo de Teatro de la Universidad Carlos III|nan|nan|0-00-00
311|Miguel de Cervantes|Don Quixote, Don Quijote|26 de octubre de 2007|Josep Galindo|West Yorkshire Playhouse; Mom|Festival de Otoño|Teatro Madrid|0-00-00
312|Miguel de Cervantes|El viejo celoso|nan|Margarita Rodríguez |Grupo Cultural Xana|nan|nan|0-00-00
313|Miguel de Cervantes|Numancia|nan|Ken Kinguuji|Ksec Act|nan|nan|0-00-00
314|Miguel de Cervantes|Rinconete y Cortadillo en Tormes|nan|María Barragñan|Esphera Teatro|nan|nan|0-00-00
315|Miguel de Cervantes|El licenciado Vidriera |8 de noviembre de 2009|Carlos Martín|Teatro del Temple|nan|Centro Cívico Teodoro Sánchez Punter (Zaragoza)|0-00-00
316|Miguel de Cervantes|Entremeses variados: La cueva de Salamanca; La guarda cuidadosa; Los habladores|nan|dOMINGO Ortega|Sociedad Estatal de Servicios Culturales. SECC; Grupo de Teatro de la Universidad Carlos III|nan|nan|0-00-00
317|Miguel de Cervantes|Quijote|nan|Simeón Spivak|Teatro de la Juventud de Fontanka|nan|nan|0-00-00
318|Miguel de Cervantes|Rinconete y Cortadillo; El licenciado Vidriera|nan|Pepe Ortega|Ítaca Teatro|nan|nan|0-00-00
319|Miguel de Cervantes|Abrevia T|16 de marzo de 2010|Victor Manuel Dogar|Producciones Dogar|nan|Teatro Bellas Artes (Madrid)|0-00-00
320|Miguel de Cervantes|El coloquio de los perros|9 de octubre de 2010|Fefa Noia|Teatro de la Abadía|Semana Cervantina|Corral de Comedias, Alcalá de Henares (Madrid)|0-00-00
321|Miguel de Cervantes|El imaginario de Cervantes|11 de septiembre de 2010|Sonia Sebastián|Teatro de Cámara Cervantes|Noche en Blanco|Sociedad Cervantina (Madrid)|0-00-00
322|Miguel de Cervantes|El viejo celoso; El vizcaíno fingido; Entremeses de Cervantes; La cueva de Salamanca|nan|Ernesto de Diego|Corrales de Comedias Teatro|nan|nan|0-00-00
323|Miguel de Cervantes|Don Quijote|nan|Meng Jinghui|Compañía Nacional de Teatro de China |nan|nan|0-00-00
324|Miguel de Cervantes|El coloquio de los perros|21 de enero de 2011|Francisco Negro|Morfeo Teatro Clásico|nan|Teatro Principal de Burgos (Burgos)|0-00-00
325|Miguel de Cervantes|Entremeses: El vizcaíno fingido, El viejo celoso y La cueva de Salamanca|nan|Alejandro Arestegui|Secuencia 3 Artes y Comunicació|nan|nan|0-00-00
